Product_ID,N° Order,Marque,Nom de modèle,Device Type,Device Catégorie,Data Entry,DATE,Lien Référence,photos,released date,released date New,battrie,Bluetooth,Chipset,CPU,Dimensions,resolution ecran,Taille de l'écran,Display_type,GPU,Internal_memory,Technologie cellulaire,NFC,OS,Primary_camera,ram,Secondary_camera,SIM,USB,WLAN,Dual SIM,Images,Photos Status,Device Availability,Device Status,send date,Type de mémoire flash,Capacité de stockage de la mémoire,Compatibilité du périphérique,Caractéristique spéciale,Vitesse de lecture,Dimensions du produit,Poids du produit,Couleur,Type de casque,Technologie de connectivité,Matériau,Distance focale,Composants inclus,Tension d'entrée,Nombre total de ports USB,Puissance,Technologie de communication sans fil,Composants inclus.1,Tranche d'âge (description),Style,Screen Size,Special Feature,Shape,Target Audience,Compatible Devices,Distance focale.1,Capacité de la batterie,Usages recommandés pour le produit,Composition de la pile,Source d'alimentation,Vitesse d'écriture,Modèles de téléphones compatibles,Type de fixation,Type de câble,Genre du connecteur,Type de haut-parleur,Type de contrôleur,Niveau de résistance à l'eau,Longeure du cable (Mettre),Liens photos,Audit,date,translation en arabe,date translation,Commity Meeting,Validation Date,Status,Commity Meeting.1,Validation Date.1,Refference,"Marque,Nom de modèle,Device Type,photos,released date,battrie,Bluetooth,Chipset,CPU,Dimensions,resolution ecran,Taille de l'écran,Display_type,GPS,GPU,Internal_memory,Memory_card,Technologie cellulaire,NFC,OS,Primary_camera,ram ,Secondary_camera,SIM,USB,WLAN",Responsable,Utilisateurs,Price_DZD
DJZ-00011,11.0,Samsung,Samsung SM-B315E,BasicPhone,Basic Phone,,,https://www.lotmobiles.com/media/catalog/product/cache/794795caf9c08f15339c414c7f27d34b/s/a/samsung-guru-music-2-sm-b315e-blue-f.jpg,11- Samsung SM-B315E.jpg,,, 1200 mAh,,,,,240 x 320 px,2.40,,,32 MB,2G,,Symbian 9.1,,/,,,,,0,11- Samsung SM-B315E.jpg,Available,Not Concerned,,2023-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lotmobiles.com/media/catalog/product/cache/794795caf9c08f15339c414c7f27d34b/s/a/samsung-guru-music-2-sm-b315e-blue-f.jpg,,2023-11-09,OK,2023-11-22,1.0,2023-05-07,,,,,"Samsung,Samsung SM-B315E,BasicPhone,11- Samsung SM-B315E.jpg,, 1200 mAh,,,,,240 x 320 px,2.40,,,,32 MB,,2G,,Symbian 9.1,,/,,,,",,4958.0,"3,900 DZD"
DJZ-00012,12.0,Samsung,Samsung Galaxy A03 Core,Smartphone,Smartphone,,,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a03-core.jpg,12- Samsung Galaxy A03 Core.jpg,2021-12-6,2021-12-06, 5000 mAh,4.2_A2DP,Unisoc SC9863A (28nm),Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55),164.2 x 75.9 x 9.1 mm (6.46 x 2.99 x 0.36 in),720 x 1600  px,6.5 Inches,PLS LCD,IMG8322,32 GB,LTE,No,Android 11.0,"Single 8 MP_f/2.0_AF
Features LED flash
Video 1080p@30fps",2 GB,Single 5 MP_ f/2.2,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM_ dual stand-by),microUSB 2.0_OTG,Wi-Fi 802.11 b/g/n_Wi-Fi Direct,Y,12- Samsung Galaxy A03 Core.jpg,Available,Ok,Sent,2023-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a03-core.jpg,ok,2023-11-09,OK,2023-11-22,1.0,2023-05-07,,,,GSMARENA,"Samsung,Samsung Galaxy A03 Core,Smartphone,12- Samsung Galaxy A03 Core.jpg,2021-12-6, 5000 mAh,4.2_A2DP,Unisoc SC9863A (28nm),Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55),164.2 x 75.9 x 9.1 mm (6.46 x 2.99 x 0.36 in),720 x 1600  px,6.5 Inches,PLS LCD,,IMG8322,32 GB,,LTE,No,Android 11.0,Single 8 MP_f/2.0_AF
Features LED flash
Video 1080p@30fps,2 GB,Single 5 MP_ f/2.2,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM_ dual stand-by),microUSB 2.0_OTG,Wi-Fi 802.11 b/g/n_Wi-Fi Direct",Hayet. KEIDA,6595.0,"18,600 DZD"
DJZ-00013,13.0,Samsung,Samsung Galaxy M30,Smartphone,Smartphone,,,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-m30-.jpg,13- Samsung Galaxy M30.jpg,2019-3-,2019-03-01,5000 mAh,5.0_A2DP_LE,Exynos 7904 (14 nm),Octa-core (2x1.8 GHz Cortex-A73 & 6x1.6 GHz Cortex-A53),159 x 75.1 x 8.5 mm (6.26 x 2.96 x 0.33 in),1080 x 2340 px,6.4 Inches,Super AMOLED,Mali-G71 MP2,32 GB/ 64 GB/ 128 GB,LTE,No,"Android 8.1 (Oreo), upgradable to Android 10, One UI 2","Triple 13 MP_f/1.9_PDAF
5 MP_f/2.2_12mm (ultrawide)
5 MP_f/2.2_(depth)
Features LED flash_panorama_HDR
Video 1080p@30fps",3 GB/ 4 GB/ 6 GB,"Single 16 MP_ f/2.0_ 26mm (wide)_ 1/3.06""_ 1.0µm
Features HDR
Video 1080p@30fps",Dual SIM (Nano-SIM_ dual stand-by),USB Type-C 2.0,Wi-Fi 802.11 a/b/g/n/ac_dual-band_Wi-Fi Direct,Y,13- Samsung Galaxy M30.jpg,Available,Ok,Sent,2023-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-m30-.jpg,ok,2023-11-09,OK,2023-11-22,1.0,2023-05-07,,,,GSMARENA,"Samsung,Samsung Galaxy M30,Smartphone,13- Samsung Galaxy M30.jpg,2019-3-,5000 mAh,5.0_A2DP_LE,Exynos 7904 (14 nm),Octa-core (2x1.8 GHz Cortex-A73 & 6x1.6 GHz Cortex-A53),159 x 75.1 x 8.5 mm (6.26 x 2.96 x 0.33 in),1080 x 2340 px,6.4 Inches,Super AMOLED,,Mali-G71 MP2,32 GB/ 64 GB/ 128 GB,,LTE,No,Android 8.1 (Oreo), upgradable to Android 10, One UI 2,Triple 13 MP_f/1.9_PDAF
5 MP_f/2.2_12mm (ultrawide)
5 MP_f/2.2_(depth)
Features LED flash_panorama_HDR
Video 1080p@30fps,3 GB/ 4 GB/ 6 GB,Single 16 MP_ f/2.0_ 26mm (wide)_ 1/3.06""_ 1.0µm
Features HDR
Video 1080p@30fps,Dual SIM (Nano-SIM_ dual stand-by),USB Type-C 2.0,Wi-Fi 802.11 a/b/g/n/ac_dual-band_Wi-Fi Direct",Hayet. KEIDA,9064.0,"51,500 DZD"
DJZ-00014,14.0,Samsung,Samsung Galaxy M13,Smartphone,Smartphone,,,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-m13.jpg,14- Samsung Galaxy M13.jpg,2022-7-1,2022-07-01, 5000 mAh,5.0_A2DP_LE,Exynos 850 (8nm),Octa-core (4x2.0 GHz Cortex-A55 & 4x2.0 GHz Cortex-A55),165.4 x 76.9 x 8.4 mm (6.51 x 3.03 x 0.33 in),1080 x 2408 px,6.6 Pouces,PLS LCD,Mali-G52,64 GB/ 128 GB,4G,Yes (market/region dependent),"Android 12, One UI Core 4.1","Triple 50 MP_f/1.8_(wide)_PDAF
5 MP_f/2.2_123˚ (ultrawide)
2 MP_f/2.4_(depth)
Features LED flash_panorama_HDR
Video 1080p@30fps",4 GB,"Single 8 MP_ f/2.2_ (wide)
Features HDR
Video 1080p@30fps",Dual SIM (Nano-SIM_ dual stand-by),USB Type-C 2.0,Wi-Fi 802.11 a/b/g/n/ac_dual-band,Y,14- Samsung Galaxy M13.jpg,Available,Ok,Sent,2023-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-m13.jpg,ok,2023-11-09,OK,2023-11-22,1.0,2023-05-07,,,,GSMARENA,,Hayet. KEIDA,7516.0,"27,100 DZD"
DJZ-00015,15.0,Samsung,Samsung Galaxy F12,Smartphone,Smartphone,,,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-f12.jpg,15- Samsung Galaxy F12.jpg,2021-4-12,2021-04-12,6000 mAh,5.0_A2DP_LE,Exynos 850 (8nm),Octa-core (4x2.0 GHz Cortex-A55 & 4x2.0 GHz Cortex-A55),164 x 75.9 x 9.7 mm (6.46 x 2.99 x 0.38 in),1600x720 pixels,6.5 Inches,PLS LCD_90Hz,Mali-G52,64 GB,4G,No,Android 11.0,"Quad 48 MP_f/2.0_(wide)_1/2.0""_0.8µm_PDAF
5 MP_f/2.2_(ultrawide)
2 MP_f/2.4_(macro)
2 MP_f/2.4_(depth)
Features LED flash_panorama_HDR
Video 1080p@30fps",4 GB,"Single 8 MP_ f/2.2_ (wide)
Features HDR
Video 1080p@30fps",Dual SIM (Nano-SIM_ dual stand-by),USB Type-C 2.0_OTG,Wi-Fi 802.11 b/g/n_Wi-Fi Direct,Y,15- Samsung Galaxy F12.jpg,Available,OK,Sent,2023-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-f12.jpg,ok,2023-11-09,OK,2023-11-22,1.0,2023-05-07,,,,GSMARENA,,Hayet. KEIDA,7146.0,"31,000 DZD"
DJZ-00016,16.0,Samsung,Samsung Galaxy M32,Smartphone,Smartphone,,,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-m32.jpg,16- Samsung Galaxy M32.jpg,2021-6-28,2021-06-28,6000 mAh,5.0_A2DP_LE,Mediatek MT6769V/CU Helio G80 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),159.3 x 74 x 8.4 mm (Global) or 9.3 mm (India),2400 x 1080 pixels,6.4 Pouces,Super AMOLED_90Hz_800 nits (HBM),Mali-G52 MC2,64GB /128 GB,LTE,Yes (market/region dependent),"Android 11, upgradable to Android 13, One UI 5","Quad 64 MP_f/1.8_26mm (wide)_1/1.97""_0.7µm_PDAF
8 MP_f/2.2_123˚_(ultrawide)_1/4.0""_1.12µm
2 MP_f/2.4_(macro)
2 MP_f/2.4_(depth)
Features LED flash_panorama_HDR
Video 1080p@30fps",4GB/6GB/8GB,"Single 20 MP_ f/2.2_ (wide)
Video 1080p@30fps",Single SIM (Nano-SIM) or Dual SIM (Nano-SIM_ dual stand-by),USB Type-C 2.0_OTG,Wi-Fi 802.11 a/b/g/n/ac_dual-band_Wi-Fi Direct,Y,16- Samsung Galaxy M32.jpg,Available,Ok,Sent,2023-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-m32.jpg,ok,2023-11-09,OK,2023-11-22,1.0,2023-05-07,,,,GSMARENA,,Hayet. KEIDA,9647.0,"59,400 DZD"
DJZ-00017,17.0,Samsung,Samsung Galaxy A10,Smartphone,Smartphone,,,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a10.jpg,17- Samsung Galaxy A10.jpg,2019-3-19,2019-03-19,3400 mAh,5.0_A2DP_LE,Exynos 7884 (14 nm),Octa-core (2x1.6 GHz Cortex-A73 & 6x1.35 GHz Cortex-A53),155.6 x 75.6 x 7.9 mm (6.13 x 2.98 x 0.31 in),720x1520 Pixels,6.2 Pouces,IPS LCD,Mali-G71 MP2,32 GB,4G,No,Android 9.0,"Single 13 MP_f/1.9_28mm (wide)_AF
Features LED flash_panorama_HDR
Video 1080p@30fps",2 GB/4GB,Single 5 MP_ f/2.0,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM_ dual stand-by),microUSB 2.0_OTG,Wi-Fi 802.11 b/g/n_Wi-Fi Direct,Y,17- Samsung Galaxy A10.jpg,Available,OK,Sent,2023-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a10.jpg,ok,2023-11-09,OK,2023-11-22,1.0,2023-05-07,,,,GSMARENA,,Hayet. KEIDA,7192.0,"27,300 DZD"
DJZ-00018,18.0,Samsung,Samsung GT-E1202,BasicPhone,Basic Phone,,,https://webstar-electro.com/documents/document_service_12362_632_5_233445113.jpg,18- Samsung GT-E1202.jpg,,,800 mAh,,,,,128 x 128 px,1.5 Pouces,,,32 MB,2G,,Android One  Android 9.0,,/,,,,,Y,18- Samsung GT-E1202.jpg,Available,Nok,,2023-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://webstar-electro.com/documents/document_service_12362_632_5_233445113.jpg, ,,OK,45252,1.0,2023-05-07,,,,WEBSTAR,,Riad. HAMIDI,1335.0,"5,100 DZD"
DJZ-00019,19.0,Samsung,Samsung Galaxy A11,Smartphone,Smartphone,,,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a11.jpg,19- Samsung Galaxy A11.jpg, 2020-5-1,2020-05-01,4000 mAh,4.2_A2DP_LE,Qualcomm SDM450 Snapdragon 450 (14 nm),Octa-core 1.8 GHz Cortex-A53,161.4 x 76.3 x 8 mm (6.35 x 3.00 x 0.31 in),720 x 1560 px,6.4 Pouces,PLS LCD,Adreno 506,32 GB/64 GB,4G,No,Android 10.0,"Triple 13 MP_f/1.8_27mm (wide)_AF
5 MP_f/2.2_115˚ (ultrawide)
2 MP_f/2.4_(depth)
Features LED flash_panorama_HDR
Video 1080p@30fps",2 GB/ 3 GB /4 GB,"Single 8 MP_ f/2.0
Video 1080p@30fps",Single SIM (Nano-SIM) or Dual SIM (Nano-SIM_ dual stand-by),USB Type-C 2.0,Wi-Fi 802.11 b/g/n_Wi-Fi Direct,Y,19- Samsung Galaxy A11.jpg,Available,Ok,Sent,2023-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a11.jpg,OK,2023-11-09,OK,2023-11-22,1.0,2023-05-07,,,,GSMARENA,,Hayet. KEIDA,6429.0,"22,600 DZD"
DJZ-00020,20.0,Samsung,Samsung Galaxy J7,Smartphone,Smartphone,,,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j7-j700f.jpg,20- Samsung Galaxy J7.jpg,2015-7-16,2015-07-16,3000 mAh,4.1_A2DP,"Qualcomm MSM8939 Snapdragon 615 (28 nm)
Exynos 7580 Octa (28 nm)","Octa-core (4x1.4 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)
Octa-core 1.5 GHz Cortex-A53",152.2 x 78.7 x 7.5 mm (5.99 x 3.10 x 0.30 in),720 x 1280 px ,5.5 Inches,Super AMOLED,"Adreno 405
Mali-T720MP2",16 GB,4G,Yes (Snapdragon model only),"Android 5.1 (Lollipop), upgradable to 7.1.1 (Nougat)","Single 13 MP_f/1.9_28mm (wide)_AF
Features LED flash_panorama
Video 1080p@30fps","1,5 GB","Single 5 MP_ f/2.2_ 23mm (wide)
Features LED flash",Single SIM (Micro-SIM) or Dual SIM (Micro-SIM_ dual stand-by),microUSB 2.0,Wi-Fi 802.11 b/g/n_Wi-Fi Direct_hotspot,Y,20- Samsung Galaxy J7.jpg,Available,Ok,Sent,2023-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j7-j700f.jpg,OK,2023-11-09,OK,2023-11-22,1.0,2023-05-07,,,,GSMARENA,,Hayet. KEIDA,1263.0,"50,800 DZD"
DJZ-00021,21.0,Samsung,Samsung Galaxy J4,Smartphone,Smartphone,,,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j4-j400.jpg,21- Samsung Galaxy J4.jpg,2018-5-,2018-05-01,3000 mAh,4.2_A2DP_LE,Exynos 7570 Quad (14 nm),Quad-core 1.4 GHz Cortex-A53,151.7 x 77.2 x 8.1 mm (5.97 x 3.04 x 0.32 in),720 x 1280 px,5.5 Inches,Super AMOLED,Mali-T720 MP2,16 GB/ 32 GB,LTE,No, Android 8.0 (Oreo),"Single 13 MP_f/1.9_28mm (wide)_AF
Features LED flash_panorama_HDR
Video 1080p@30fps",2 GB / 3 GB,"Single 5 MP_ f/2.2
Features LED flash",Dual SIM (Micro-SIM_ dual stand-by),microUSB 2.0,Wi-Fi 802.11 b/g/n_Wi-Fi Direct,Y,21- Samsung Galaxy J4.jpg,Available,Ok,Sent,2023-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j4-j400.jpg,OK,2023-11-09,OK,2023-11-22,1.0,2023-05-07,,,,GSMARENA,,Hayet. KEIDA,6296.0,"23,500 DZD"
DJZ-00022,22.0,Samsung,Samsung Galaxy J7 Prime,Smartphone,Smartphone,,,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j7-prime.jpg,22- Samsung Galaxy J7 Prime.jpg,2016-11-30,2016-11-30,3300 mAh,4.1_A2DP_LE,Exynos 7870 Octa (14 nm),Octa-core 1.6 GHz Cortex-A53,151.7 x 75 x 8 mm (5.97 x 2.95 x 0.31 in),1080 x 1920 px,5.5 Inches,PLS LCD,Mali-T830 MP1,32 GB,4G/ 3G/ 2G,No,Android 6.0,"Single 13 MP_f/1.9_28mm (wide)_AF
Features LED flash_panorama_HDR
Video 1080p@30fps",3 GB,"Single 8 MP_ f/1.9
Video 1080p@30fps",Single SIM (Nano-SIM) or Dual SIM (Nano-SIM_ dual stand-by),microUSB 2.0_OTG,Wi-Fi 802.11 b/g/n_Wi-Fi Direct,0,22- Samsung Galaxy J7 Prime.jpg,Available,Ok,Sent,2023-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j7-prime.jpg,OK,2023-11-09,OK,2023-11-22,1.0,2023-05-07,,,,GSMARENA,,Hayet. KEIDA,7855.0,"25,500 DZD"
DJZ-00023,23.0,Samsung,Samsung Galaxy A02,Smartphone,Smartphone,,,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a02.jpg,23- Samsung Galaxy A02.jpg,2021-1-27,2021-01-27, 5000 mAh,5.1_A2DP_LE,Mediatek MT6739W (28 nm),Quad-core 1.5 GHz Cortex-A53,164 x 75.9 x 9.1 mm (6.46 x 2.99 x 0.36 in),720 x 1600 px,6.5 Inches,PLS LCD,PowerVR GE8100,32 GB/ 64 GB,4G,No,Android 10.0,"Dual 13 MP_f/1.9_(wide)_AF
2 MP_f/2.4_(macro)
Features LED flash
Video 1080p@30fps",2 GB/ 4 GB,Single 5 MP_ f/2.0,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM_ dual stand-by),microUSB 2.0,Wi-Fi 802.11 b/g/n_Wi-Fi Direct,Y,23- Samsung Galaxy A02.jpg,Available,Ok,Sent,2023-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a02.jpg,OK,2023-11-09,OK,2023-11-22,1.0,2023-05-07,,,,GSMARENA,,Hayet. KEIDA,5433.0,"26,500 DZD"
DJZ-00024,24.0,Samsung,Samsung Galaxy J4 Core,Smartphone,Smartphone,,,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j4-core-sm-g410g.jpg,24- Samsung Galaxy J4 Core.jpg,2018-11-,2018-11-01,3300 mAh,4.2_A2DP_LE,Qualcomm MSM8917 Snapdragon 425 (28 nm),Quad-core 1.4 GHz Cortex-A53,160.6 x 76.1 x 7.9 mm (6.32 x 3.00 x 0.31 in),720 x 1480 px,6 Pouces,IPS LCD,Adreno 308,16 GB,4G,No,Android 8.1,"Single 8 MP_f/2.2_AF
Features LED flash_panorama_HDR
Video 1080p@30fps",1 GB,"Single 5 MP_ f/2.2
Features LED flash",Dual SIM (Nano-SIM_ dual stand-by),microUSB 2.0_OTG,Wi-Fi 802.11 b/g/n_Wi-Fi Direct,Y,24- Samsung Galaxy J4 Core.jpg,Available,Ok,Sent,2023-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j4-core-sm-g410g.jpg,OK,2023-11-09,OK,2023-11-22,1.0,2023-05-07,,,,GSMARENA,,Hayet. KEIDA,5670.0,"15,200 DZD"
DJZ-00025,25.0,Samsung,Samsung Galaxy F13,Smartphone,Smartphone,,,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-f13.jpg,25- Samsung Galaxy F13.jpg,2022-6-29,2022-06-29, 6000 mAh,5.0_A2DP_LE,Exynos 850 (8nm),Octa-core (4x2.0 GHz Cortex-A55 & 4x2.0 GHz Cortex-A55),165.4 x 76.9 x 9.3 mm (6.51 x 3.03 x 0.37 in),1080 x 2408 px,6.6 Inches,PLS LCD,Mali-G52,64 GB/ 128 GB,4G,Yes,"Android 12, upgradable to Android 13, One UI Core 5","Triple 50 MP_f/1.8_(wide)_PDAF
5 MP_f/2.2_123˚ (ultrawide)
2 MP_f/2.4_(depth)
Features LED flash_panorama_HDR
Video 1080p@30fps",4 GB,"Single 8 MP_ f/2.2_ (wide)
Features HDR
Video 1080p@30fps",Dual SIM (Nano-SIM_ dual stand-by),USB Type-C 2.0_OTG,Wi-Fi 802.11 a/b/g/n/ac_dual-band,Y,25- Samsung Galaxy F13.jpg,Available,Ok,Sent,2023-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-f13.jpg,OK,2023-11-09,OK,2023-11-22,1.0,2023-05-07,,,,GSMARENA,,Hayet. KEIDA,4771.0,"29,100 DZD"
DJZ-00026,26.0,Samsung,Samsung Galaxy J2 (2018),Smartphone,Smartphone,,,https://www.gsmcastle.com/data/mobiles/2018/01/Samsung-Galaxy-J2-2018-1_bc3b.jpg,26- Samsung Galaxy J2 (2018).jpg,2018-1-,2018-01-01,2600 mAh,4.2_A2DP,Qualcomm MSM8917 Snapdragon 425 (28 nm),Quad-core 1.4 GHz Cortex-A53,143.8 x 72.3 x 8.4 mm (5.66 x 2.85 x 0.33 in),540 x 960 px,5 Pouces,Super AMOLED,Adreno 308,16 GB,LTE,No,Android 7.1,"Single 8 MP_f/2.2_AF
",1.5 GB/ 2 GB,"Single 5 MP_ f/2.2
Features LED flash",Dual SIM (Micro-SIM_ dual stand-by),microUSB 2.0_OTG,Wi-Fi 802.11 b/g/n_Wi-Fi Direct,Y,26- Samsung Galaxy J2 (2018).jpg,Available,Ok,Sent,2023-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gsmcastle.com/data/mobiles/2018/01/Samsung-Galaxy-J2-2018-1_bc3b.jpg,OK,2023-11-09,OK,2023-11-22,1.0,2023-05-07,,,,gsmcastle.com,,Hayet. KEIDA,5203.0,"13,400 DZD"
DJZ-00027,27.0,Samsung,Samsung Galaxy J2 Core,Smartphone,Smartphone,,,https://fdn2.gsmarena.com/vv/pics/samsung/samsung-galaxy-j2-core-lavender.jpg,27- Samsung Galaxy J2 Core.jpg, 2018-8-,2018-08-01,2600 mAh,4.2_A2DP,Exynos 7570 Quad (14 nm),Quad-core 1.4 GHz Cortex-A53,143.4 x 72.1 x 8.9 mm (5.65 x 2.84 x 0.35 in),540 x 960 px,5 Pouces,PLS LCD,Mali-T720,8 GB,4G,No,Android 8.1,"Single 8 MP_f/2.2_AF
Features LED flash_HDR_panorama
Video 1080p@30fps",1 GB,Single 5 MP_ f/2.2,Dual SIM (Micro-SIM_ dual stand-by),microUSB 2.0_OTG,Wi-Fi 802.11 b/g/n_Wi-Fi Direct,Y,27- Samsung Galaxy J2 Core.jpg,Available,Ok,Sent,2023-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://fdn2.gsmarena.com/vv/pics/samsung/samsung-galaxy-j2-core-lavender.jpg,OK,2023-11-09,OK,2023-11-22,1.0,2023-05-07,,,,GSMARENA,,Hayet. KEIDA,3969.0,"13,200 DZD"
DJZ-00028,28.0,Samsung,Samsung Galaxy A03s,Smartphone,Smartphone,,,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a03s.jpg,28- Samsung Galaxy A03s.jpg,2021-8-18,2021-08-18, 5000 mAh,5.0_A2DP,Mediatek MT6765 Helio P35 (12nm),Octa-core (4x2.35 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),164.2 x 75.9 x 9.1 mm (6.46 x 2.99 x 0.36 in),720 x 1600 px,6.5 Pouces,PLS LCD, PowerVR GE8320,32 GB/ 64 GB,4G,Yes (market/region dependent),Android 11,"Triple 13 MP_f/2.2_(wide)_AF
2 MP_f/2.4_(macro)
2 MP_f/2.4_(depth)
Features LED flash
Video 1080p@30fps
Features LED flash_HDR_panorama
Video 1080p@30fps",2GB/3 GB/ 4 GB,"Single 5 MP_ f/2.2
Video 1080p@30fps",Dual SIM (Nano-SIM_ dual stand-by),USB Type-C 2.0,Wi-Fi 802.11 b/g/n_Wi-Fi Direct,Y,28- Samsung Galaxy A03s.jpg,Available,Ok,Sent,2023-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a03s.jpg,OK,2023-11-09,OK,2023-11-22,1.0,2023-05-07,,,,GSMARENA,,Hayet. KEIDA,4093.0,"25,100 DZD"
DJZ-00029,29.0,Samsung,Samsung Metro B350E,BasicPhone,Feature Phone,,,https://assetscdn1.paytm.com/images/catalog/product/M/MO/MOBSAMSUNG-METRELEC92025035192501/a_0.jpg,29- Samsung Metro B350E.jpg,-1-,,1200 mAh,,,,,240 x 320 px,2.40,,,32 MB,2G,,Android,,/,,,,,Y,29- Samsung Metro B350E.jpg,Available,Nok,,2023-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://assetscdn1.paytm.com/images/catalog/product/M/MO/MOBSAMSUNG-METRELEC92025035192501/a_0.jpg, ,,OK,45252,1.0,2023-05-07,,,,,,,2175.0,"4,200 DZD"
